LocalTimestamp,TH,BI,EL,HR,PI,PR,T1,EA,PG
1691307104.319168,0.0,0.0,0.0,0.0,185049.0,112610.0,0.0,0.0,7004.0
1691307104.359751,0.0,0.0,-19219.400391,0.0,185073.0,112612.0,0.0,3.447063,7017.0
1691307104.400506,0.0,0.0,0.0,0.0,185091.0,112615.0,0.0,0.0,7031.0
1691307104.421658,0.0,0.0,0.0,0.0,0.0,0.0,41.866,0.0,0.0
1691307104.42888,0.0,0.0,-19219.800781,0.0,0.0,0.0,0.0,3.450489,0.0
1691307104.435071,39.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307104.441262,0.0,0.0,0.0,0.0,185014.0,112597.0,0.0,0.0,7012.0
1691307104.481501,0.0,0.0,0.0,0.0,184899.0,112585.0,0.0,0.0,6957.0
1691307104.49543,0.0,0.0,-19220.0,0.0,0.0,0.0,0.0,3.452192,0.0
1691307104.52174,0.0,0.0,0.0,0.0,184841.0,112562.0,0.0,0.0,6917.0
1691307104.554757,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,0.0
1691307104.56198,0.0,0.0,-19219.599609,0.0,184822.0,112558.0,0.0,3.448763,6903.0
1691307104.56817,39.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307104.601703,0.0,0.0,0.0,0.0,184844.0,112559.0,0.0,0.0,6904.0
1691307104.628013,0.0,0.0,-19219.400391,0.0,0.0,0.0,0.0,3.447063,0.0
1691307104.641426,0.0,0.0,0.0,0.0,184848.0,112556.0,0.0,0.0,6913.0
1691307104.68029,0.0,0.0,0.0,0.0,184849.0,112560.0,0.0,0.0,6919.0
1691307104.686825,0.0,0.0,0.0,0.0,0.0,0.0,41.843,0.0,0.0
1691307104.693015,0.0,0.0,-19220.599609,0.0,0.0,0.0,0.0,3.457325,0.0
1691307104.700238,39.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307104.719154,0.0,0.0,0.0,0.0,184849.0,112556.0,0.0,0.0,6932.0
1691307104.758017,0.0,0.0,-19219.800781,0.0,184837.0,112557.0,0.0,3.450489,6923.0
1691307104.797913,0.0,0.0,0.0,0.0,184850.0,112562.0,0.0,0.0,6927.0
1691307104.818892,0.0,0.0,0.0,0.0,0.0,0.0,41.79,0.0,0.0
1691307104.826115,0.0,0.0,-19219.599609,0.0,0.0,0.0,0.0,3.448763,0.0
1691307104.832305,39.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307104.837808,0.0,0.0,0.0,0.0,184873.0,112568.0,0.0,0.0,6946.0
1691307104.877704,0.0,0.0,0.0,0.0,184916.0,112577.0,0.0,0.0,6963.0
1691307104.892664,0.0,0.0,-19219.400391,0.0,0.0,0.0,0.0,3.447063,0.0
1691307104.917943,0.0,680.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
1691307104.918459,0.0,0.0,0.0,0.0,184940.0,112579.0,0.0,0.0,6969.0
1691307104.951992,0.0,0.0,0.0,0.0,0.0,0.0,41.803,0.0,0.0
1691307104.959214,0.0,0.0,-19219.0,0.0,184969.0,112594.0,0.0,3.443657,6987.0
1691307104.966437,39.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.000141,0.0,0.0,0.0,0.0,184999.0,112590.0,0.0,0.0,7003.0
1691307105.027312,0.0,0.0,-19219.599609,0.0,0.0,0.0,0.0,3.448763,0.0
1691307105.041069,0.0,0.0,0.0,0.0,185028.0,112618.0,0.0,0.0,7020.0
1691307105.081996,0.0,0.0,0.0,0.0,185003.0,112600.0,0.0,0.0,7013.0
1691307105.088187,0.0,0.0,0.0,0.0,0.0,0.0,41.915,0.0,0.0
1691307105.094377,0.0,0.0,-19219.400391,0.0,0.0,0.0,0.0,3.447063,0.0
1691307105.102631,39.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.121719,0.0,0.0,0.0,0.0,184892.0,112587.0,0.0,0.0,6967.0
1691307105.161443,0.0,0.0,-19219.0,0.0,184800.0,112554.0,0.0,3.443657,6916.0
1691307105.201338,0.0,0.0,0.0,0.0,184775.0,112545.0,0.0,0.0,6896.0
1691307105.222318,0.0,0.0,0.0,0.0,0.0,0.0,41.857,0.0,0.0
1691307105.227992,0.0,0.0,-19220.0,0.0,0.0,0.0,0.0,3.452192,0.0
1691307105.234699,39.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.241234,0.0,0.0,0.0,0.0,184771.0,112547.0,0.0,0.0,6882.0
1691307105.281129,0.0,0.0,0.0,0.0,184772.0,112541.0,0.0,0.0,6903.0
1691307105.294542,0.0,0.0,-19219.599609,0.0,0.0,0.0,0.0,3.448763,0.0
1691307105.319993,0.0,0.0,0.0,0.0,184777.0,112548.0,0.0,0.0,6900.0
1691307105.353354,0.0,0.0,0.0,0.0,0.0,0.0,41.903,0.0,0.0
1691307105.358856,0.0,0.0,0.0,0.0,184775.0,112545.0,0.0,0.0,6904.0
